TN Title,studio,genres,TN Worlwide Gross,TN Domestic Gross,Computed Foreign Gross,TN Budget / Cost,Computed_Profit_Loss,year,release_date
Carol,Wein.,"Drama,Romance",42843521,12711491,30132030,11800000,31043521,2015,20-Nov-15
Jumping the Broom,TriS,"Comedy,Drama",38158601,37295394,863207,7000000,31158601,2011,6-May-11
Here Comes the Boom,Sony,"Action,Comedy,Sport",73239258,45290318,27948940,42000000,31239258,2012,12-Oct-12
Mile 22,STX,"Action,Adventure,Thriller",66295121,36108758,30186363,35000000,31295121,2018,17-Aug-18
Larry Crowne,Uni.,"Comedy,Drama,Romance",61449135,35608245,25840890,30000000,31449135,2011,1-Jul-11
The Five-Year Engagement,Uni.,"Comedy,Romance",61623819,28700285,32923534,30000000,31623819,2012,27-Apr-12
The Place Beyond the Pines,Focus,"Crime,Drama,Thriller",47011449,21403519,25607930,15000000,32011449,2013,29-Mar-13
The Kids Are All Right,Focus,"Comedy,Drama,Romance",36275469,20811365,15464104,4000000,32275469,2010,9-Jul-10
Colombiana,TriS,"Action,Drama,Thriller",72295262,36665854,35629408,40000000,32295262,2011,26-Aug-11
Courageous,TriS,Drama,35185884,34522221,663663,2000000,33185884,2011,30-Sep-11
50/50,Sum.,"Comedy,Drama,Romance",41334735,35016118,6318617,8000000,33334735,2011,30-Sep-11
50/50,Sum.,Documentary,41334735,35016118,6318617,8000000,33334735,2011,30-Sep-11
The Lazarus Effect,Rela.,"Horror,Mystery,Sci-Fi",38359310,25801570,12557740,5000000,33359310,2015,27-Feb-15
Escape Plan,LG/S,"Action,Crime,Mystery",103735965,25135965,78600000,70000000,33735965,2013,18-Oct-13
The Mechanic,CBS,"Action,Crime,Thriller",76347393,29121498,47225895,42500000,33847393,2011,28-Jan-11
Widows,Fox,Comedy,73866088,42402632,31463456,40000000,33866088,2018,16-Nov-18
Widows,Fox,"Comedy,Drama",73866088,42402632,31463456,40000000,33866088,2018,16-Nov-18
Widows,Fox,"Crime,Drama,Thriller",73866088,42402632,31463456,40000000,33866088,2018,16-Nov-18
Machete,Fox,"Action,Crime,Thriller",46370970,26593646,19777324,12500000,33870970,2010,3-Sep-10
A Walk Among the Tombstones,Uni.,"Action,Crime,Drama",62108587,26017685,36090902,28000000,34108587,2014,19-Sep-14
Barbershop: The Next Cut,WB (NL),"Comedy,Drama",54404202,54030051,374151,20000000,34404202,2016,15-Apr-16
Valerian and the City of a Thousand Planets,STX,"Action,Adventure,Fantasy",215098356,40479370,174618986,180000000,35098356,2017,21-Jul-17
Kick-Ass 2,Uni.,"Action,Comedy,Crime",63129909,28795985,34333924,28000000,35129909,2013,16-Aug-13
Hanna,Focus,"Action,Drama,Thriller",65343694,40259119,25084575,30000000,35343694,2011,8-Apr-11
Burlesque,SGem,Drama,90552675,39440655,51112020,55000000,35552675,2010,24-Nov-10
Burlesque,SGem,"Drama,Music,Musical",90552675,39440655,51112020,55000000,35552675,2010,24-Nov-10
Whiplash,SPC,"Drama,Music",38969037,13092006,25877031,3300000,35669037,2014,10-Oct-14
The Internship,Fox,Comedy,93672764,44672764,49000000,58000000,35672764,2013,7-Jun-13
Life of the Party,WB (NL),Comedy,65759911,53059911,12700000,30000000,35759911,2018,11-May-18
Life of the Party,WB (NL),"Comedy,Drama",65759911,53059911,12700000,30000000,35759911,2018,11-May-18
Life of the Party,WB (NL),Drama,65759911,53059911,12700000,30000000,35759911,2018,11-May-18
Don Jon,Rela.,"Comedy,Drama,Romance",41268579,24477704,16790875,5500000,35768579,2013,27-Sep-13
12 Strong,WB,"Action,Drama,History",71118378,45819713,25298665,35000000,36118378,2018,19-Jan-18
War Dogs,WB,"Comedy,Crime,Drama",86234503,43034523,43199980,50000000,36234503,2016,19-Aug-16
The Lady in the Van,SPC,"Biography,Comedy,Drama",42320503,10021175,32299328,6000000,36320503,2015,15-Jan-16
The Roommate,SGem,"Drama,Thriller",52545707,37300107,15245600,16000000,36545707,2011,4-Feb-11
Tomorrowland,BV,"Action,Adventure,Family",206627518,93436322,113191196,170000000,36627518,2015,22-May-15
Tomorrowland,BV,Documentary,206627518,93436322,113191196,170000000,36627518,2015,22-May-15
Still Alice,SPC,Drama,41699612,18656400,23043212,5000000,36699612,2015,16-Jan-15
The Possession of Hannah Grace,SGem,"Horror,Mystery,Thriller",42785387,14836174,27949213,6000000,36785387,2018,30-Nov-18
The Witch,A24,Horror,40454520,25138705,15315815,3500000,36954520,2016,19-Feb-16
The Witch,A24,"Horror,Mystery",40454520,25138705,15315815,3500000,36954520,2016,19-Feb-16
The Next Three Days,LGF,"Action,Crime,Drama",67255916,21148651,46107265,30000000,37255916,2010,19-Nov-10
The Nutcracker and the Four Realms,BV,"Adventure,Family,Fantasy",170293899,54858851,115435048,132900000,37393899,2018,2-Nov-18
The Crazies,Over.,"Horror,Thriller",56445534,39123589,17321945,19000000,37445534,2010,26-Feb-10
No Escape,Wein.,"Action,Thriller",42844516,27288872,15555644,5000000,37844516,2015,26-Aug-15
No Escape,Wein.,"Documentary,Music",42844516,27288872,15555644,5000000,37844516,2015,26-Aug-15
Takers,SGem,"Action,Crime,Thriller",70587268,57744720,12842548,32000000,38587268,2010,27-Aug-10
The Age of Adaline,LGF,"Drama,Fantasy,Romance",68984536,42629776,26354760,30000000,38984536,2015,24-Apr-15
Oculus,Rela.,"Horror,Mystery",44115496,27695246,16420250,5000000,39115496,2014,11-Apr-14
Legend of the Guardians: The Owls of Ga'Hoole,WB,"Action,Adventure,Animation",139716717,55675313,84041404,100000000,39716717,2010,24-Sep-10
Marmaduke,Fox,"Comedy,Family",89895930,33644788,56251142,50000000,39895930,2010,4-Jun-10
Fences,Par.,Drama,64282881,57682904,6599977,24000000,40282881,2016,16-Dec-16
Fences,Par.,"Drama,Family",64282881,57682904,6599977,24000000,40282881,2016,16-Dec-16
Remember Me,Sum.,Comedy,56506120,19068240,37437880,16000000,40506120,2010,12-Mar-10
Remember Me,Sum.,"Comedy,Drama,Romance",56506120,19068240,37437880,16000000,40506120,2010,12-Mar-10
Remember Me,Sum.,"Drama,Romance",56506120,19068240,37437880,16000000,40506120,2010,12-Mar-10
Remember Me,Sum.,Thriller,56506120,19068240,37437880,16000000,40506120,2010,12-Mar-10
The Cabin in the Woods,LGF,Horror,70689968,42073277,28616691,30000000,40689968,2012,13-Apr-12
Winchester,LGF,"Biography,Drama,Fantasy",44378040,25091816,19286224,3500000,40878040,2018,2-Feb-18
Sicario: Day of the Soldado,Sony,"Action,Crime,Drama",75885196,50065850,25819346,35000000,40885196,2018,29-Jun-18
Joy,Fox,,101134059,56451232,44682827,60000000,41134059,2015,25-Dec-15
Joy,Fox,Documentary,101134059,56451232,44682827,60000000,41134059,2015,25-Dec-15
Joy,Fox,Drama,101134059,56451232,44682827,60000000,41134059,2015,25-Dec-15
Chernobyl Diaries,WB,"Horror,Mystery,Thriller",42411721,18119640,24292081,1000000,41411721,2012,25-May-12
The Giver,Wein.,"Drama,Romance,Sci-Fi",66540205,45090374,21449831,25000000,41540205,2014,15-Aug-14
The Gallows,WB (NL),"Horror,Mystery,Thriller",41656474,22764410,18892064,100000,41556474,2015,10-Jul-15
Slender Man,SGem,"Adventure,Comedy,Horror",51723644,30564825,21158819,10000000,41723644,2018,10-Aug-18
Slender Man,SGem,"Horror,Mystery,Thriller",51723644,30564825,21158819,10000000,41723644,2018,10-Aug-18
Nightcrawler,ORF,"Crime,Drama,Thriller",50334418,32381218,17953200,8500000,41834418,2014,31-Oct-14
St. Vincent,Wein.,"Comedy,Drama",54837234,44137712,10699522,13000000,41837234,2014,10-Oct-14
Frankenweenie,BV,"Animation,Comedy,Family",81150788,35287788,45863000,39000000,42150788,2012,5-Oct-12
"Hail, Caesar!",Uni.,"Comedy,Drama,Music",64160680,30080225,34080455,22000000,42160680,2016,5-Feb-16
127 Hours,FoxS,"Adventure,Biography,Drama",60217171,18335230,41881941,18000000,42217171,2010,5-Nov-10
The Perfect Guy,SGem,"Crime,Drama,Horror",60278166,57027435,3250731,18000000,42278166,2015,11-Sep-15
Yeh Jawaani Hai Deewani,Eros,"Comedy,Drama,Musical",50827466,3827466,47000000,8300000,42527466,2013,31-May-13
End of Watch,ORF,"Action,Crime,Drama",57586606,41003371,16583235,15000000,42586606,2012,21-Sep-12
The Star,Sony,"Adventure,Animation,Comedy",62758010,40847995,21910015,20000000,42758010,2017,17-Nov-17
"I, Tonya",Neon,"Biography,Comedy,Drama",53797409,30014534,23782875,11000000,42797409,2017,8-Dec-17
Mike and Dave Need Wedding Dates,Fox,"Adventure,Comedy,Romance",75898100,46009673,29888427,33000000,42898100,2016,8-Jul-16
Snitch,LG/S,"Action,Drama,Thriller",57907734,42930462,14977272,15000000,42907734,2013,22-Feb-13
Gangster Squad,WB,"Action,Crime,Drama",104100903,46000903,58100000,60000000,44100903,2013,11-Jan-13
Sinister 2,Focus,"Horror,Mystery,Thriller",54104225,27740955,26363270,10000000,44104225,2015,21-Aug-15
One Day,Focus,Drama,59168692,13843771,45324921,15000000,44168692,2011,19-Aug-11
One Day,Focus,"Drama,Fantasy",59168692,13843771,45324921,15000000,44168692,2011,19-Aug-11
One Day,Focus,"Drama,Romance",59168692,13843771,45324921,15000000,44168692,2011,19-Aug-11
One Day,Focus,"Drama,Romance,Sci-Fi",59168692,13843771,45324921,15000000,44168692,2011,19-Aug-11
One Day,Focus,Family,59168692,13843771,45324921,15000000,44168692,2011,19-Aug-11
That Awkward Moment,Focus,"Comedy,Romance",53068955,26068955,27000000,8000000,45068955,2014,31-Jan-14
Quartet,Wein.,"Comedy,Drama",56178935,18388357,37790578,11000000,45178935,2013,11-Jan-13
First Man,Uni.,"Biography,Drama,History",105203825,44936545,60267280,60000000,45203825,2018,12-Oct-18
First Man,Uni.,Documentary,105203825,44936545,60267280,60000000,45203825,2018,12-Oct-18
Brick Mansions,Rela.,"Action,Crime",73421224,20396829,53024395,28000000,45421224,2014,25-Apr-14
Black Mass,WB,"Biography,Crime,Drama",98837872,62575678,36262194,53000000,45837872,2015,18-Sep-15
The Counselor,Fox,"Crime,Drama,Thriller",71009334,16973715,54035619,25000000,46009334,2013,25-Oct-13
Think Like a Man Too,SGem,"Comedy,Romance",70027933,65028687,4999246,24000000,46027933,2014,20-Jun-14
Underworld: Blood Wars,SGem,"Action,Adventure,Fantasy",81209222,30353973,50855249,35000000,46209222,2017,6-Jan-17
John Wick,LG/S,"Action,Crime,Thriller",76235001,43037835,33197166,30000000,46235001,2014,24-Oct-14
Office Christmas Party,Par.,Comedy,91323299,54767494,36555805,45000000,46323299,2016,9-Dec-16
Selma,Par.,"Biography,Drama,History",66776576,52076908,14699668,20000000,46776576,2014,9-Jan-15
Krampus,Uni.,"Comedy,Fantasy,Horror",61788393,42725475,19062918,15000000,46788393,2015,4-Dec-15
The Lincoln Lawyer,LGF,"Crime,Drama,Thriller",87145086,58009200,29135886,40000000,47145086,2011,18-Mar-11
Hitman: Agent 47,Fox,"Action,Adventure,Crime",82182803,22467450,59715353,35000000,47182803,2015,21-Aug-15
Woman in Gold,Wein.,"Biography,Drama,History",58586407,33307793,25278614,11000000,47586407,2015,1-Apr-15
Second Act,STX,"Comedy,Drama,Romance",63288854,39282227,24006627,15700000,47588854,2018,21-Dec-18
The Transporter Refueled,EC,"Action,Adventure,Crime",69698495,16029670,53668825,22000000,47698495,2015,4-Sep-15
Fantastic Four,Fox,"Action,Adventure,Drama",167849187,56117548,111731639,120000000,47849187,2015,7-Aug-15
The American,Focus,"Crime,Drama,Thriller",67950723,35606376,32344347,20000000,47950723,2010,1-Sep-10
Snowpiercer,RTWC,"Action,Drama,Sci-Fi",88069880,4563029,83506851,40000000,48069880,2014,27-Jun-14
ParaNorman,Focus,"Adventure,Animation,Comedy",108119662,56003051,52116611,60000000,48119662,2012,17-Aug-12
Delivery Man,BV,"Comedy,Drama",70536870,30659817,39877053,22000000,48536870,2013,22-Nov-13
Alpha,Studio 8,"Adventure,Drama,Family",99624873,35851379,63773494,51000000,48624873,2018,17-Aug-18
Alpha,Studio 8,Crime,99624873,35851379,63773494,51000000,48624873,2018,17-Aug-18
Alpha,Studio 8,"Crime,Drama,Fantasy",99624873,35851379,63773494,51000000,48624873,2018,17-Aug-18
Alpha,Studio 8,"Drama,Horror,Mystery",99624873,35851379,63773494,51000000,48624873,2018,17-Aug-18
Son of God,Fox,"Biography,Drama,History",70949793,59700064,11249729,22000000,48949793,2014,28-Feb-14
Son of God,Fox,Documentary,70949793,59700064,11249729,22000000,48949793,2014,28-Feb-14
The Big Sick,LGF,"Comedy,Drama,Romance",53972860,42872467,11100393,5000000,48972860,2017,23-Jun-17
Tag,WB (NL),"Action,Comedy",77026186,54730625,22295561,28000000,49026186,2018,15-Jun-18
Tag,WB (NL),"Action,Fantasy,Horror",77026186,54730625,22295561,28000000,49026186,2018,15-Jun-18
Tag,WB (NL),"Adventure,Documentary",77026186,54730625,22295561,28000000,49026186,2018,15-Jun-18
Tag,WB (NL),Animation,77026186,54730625,22295561,28000000,49026186,2018,15-Jun-18
Tag,WB (NL),Comedy,77026186,54730625,22295561,28000000,49026186,2018,15-Jun-18
Tag,WB (NL),Drama,77026186,54730625,22295561,28000000,49026186,2018,15-Jun-18
Collateral Beauty,WB (NL),"Drama,Romance",85309093,31016021,54293072,36000000,49309093,2016,16-Dec-16
The Boy Next Door,Uni.,"Horror,Thriller",53401938,36006065,17395873,4000000,49401938,2015,23-Jan-15
J. Edgar,WB,"Biography,Crime,Drama",84606030,37306030,47300000,35000000,49606030,2011,9-Nov-11
The Boss,Uni.,Comedy,78652207,63077560,15574647,29000000,49652207,2016,8-Apr-16
Red Riding Hood,WB,"Fantasy,Horror,Mystery",91678442,37662162,54016280,42000000,49678442,2011,11-Mar-11
Den of Thieves,STX,"Action,Crime,Drama",80131391,44947622,35183769,30000000,50131391,2018,19-Jan-18
"Big Mommas: Like Father, Like Son",Fox,"Action,Comedy,Crime",82332450,37915414,44417036,32000000,50332450,2011,18-Feb-11
Nerve,LGF,"Action,Adventure,Crime",70652284,38583626,32068658,20000000,50652284,2016,27-Jul-16
Nerve,LGF,"Comedy,Drama",70652284,38583626,32068658,20000000,50652284,2016,27-Jul-16
Nerve,LGF,"Documentary,History",70652284,38583626,32068658,20000000,50652284,2016,27-Jul-16
Nerve,LGF,"Drama,Mystery,Thriller",70652284,38583626,32068658,20000000,50652284,2016,27-Jul-16
The Last Witch Hunter,LG/S,"Action,Adventure,Fantasy",130818912,27367660,103451252,80000000,50818912,2015,23-Oct-15
What to Expect When You're Expecting,LGF,"Comedy,Drama,Romance",88473016,41152203,47320813,37500000,50973016,2012,18-May-12
Brooklyn,FoxS,"Drama,Music,Musical",62076141,38322743,23753398,11000000,51076141,2015,4-Nov-15
Brooklyn,FoxS,"Drama,Romance",62076141,38322743,23753398,11000000,51076141,2015,4-Nov-15
Season of the Witch,Rela.,"Action,Adventure,Fantasy",91126600,24827228,66299372,40000000,51126600,2011,7-Jan-11
Get Him to the Greek,Uni.,"Adventure,Comedy,Music",91455875,61153526,30302349,40000000,51455875,2010,4-Jun-10
"Everything, Everything",WB,"Drama,Romance",61603136,34121140,27481996,10000000,51603136,2017,19-May-17
Abduction,LGF,"Action,Comedy,Drama",86648359,28087155,58561204,35000000,51648359,2011,23-Sep-11
Abduction,LGF,"Action,Mystery,Thriller",86648359,28087155,58561204,35000000,51648359,2011,23-Sep-11
Abduction,LGF,"Action,Sci-Fi",86648359,28087155,58561204,35000000,51648359,2011,23-Sep-11
Abduction,LGF,Drama,86648359,28087155,58561204,35000000,51648359,2011,23-Sep-11
Abduction,LGF,"Horror,Thriller",86648359,28087155,58561204,35000000,51648359,2011,23-Sep-11
The Boxtrolls,Focus,"Adventure,Animation,Comedy",111946251,50837305,61108946,60000000,51946251,2014,26-Sep-14
Letters to Juliet,Sum.,"Adventure,Comedy,Drama",82148538,53032453,29116085,30000000,52148538,2010,14-May-10
To Rome with Love,SPC,"Comedy,Music,Romance",74326015,16684352,57641663,21500000,52826015,2012,22-Jun-12
Moonrise Kingdom,Focus,"Adventure,Comedy,Drama",68848446,45512466,23335980,16000000,52848446,2012,25-May-12
Boyhood,IFC,Drama,57273049,25379975,31893074,4000000,53273049,2014,11-Jul-14
Devil,Uni.,Drama,63354114,33679655,29674459,10000000,53354114,2010,17-Sep-10
Devil,Uni.,"Horror,Mystery,Thriller",63354114,33679655,29674459,10000000,53354114,2010,17-Sep-10
The Dark Tower,Sony,"Action,Adventure,Fantasy",113461527,50701325,62760202,60000000,53461527,2017,4-Aug-17
Sicario,LGF,"Action,Crime,Drama",84393749,46889293,37504456,30000000,54393749,2015,18-Sep-15
The Ides of March,Sony,"Drama,Thriller",77735925,40962534,36773391,23000000,54735925,2011,7-Oct-11
Diary of a Wimpy Kid: Dog Days,Fox,"Comedy,Family",77229695,49008662,28221033,22000000,55229695,2012,3-Aug-12
Free Birds,Rela.,"Adventure,Animation,Comedy",110387072,55750480,54636592,55000000,55387072,2013,1-Nov-13
White House Down,Sony,"Action,Drama,Thriller",205440387,73103784,132336603,150000000,55440387,2013,28-Jun-13
"Love, Simon",Fox,"Comedy,Drama,Romance",65520633,40826341,24694292,10000000,55520633,2018,16-Mar-18
Dallas Buyers Club,Focus,"Biography,Drama",60611845,27298285,33313560,5000000,55611845,2013,1-Nov-13
Diary of a Wimpy Kid: Rodrick Rules,Fox,"Comedy,Family",73695194,52698535,20996659,18000000,55695194,2011,25-Mar-11
The Best Man Holiday,Uni.,"Comedy,Drama",72835710,70525195,2310515,17000000,55835710,2013,15-Nov-13
Scream 4,W/Dim.,"Horror,Mystery",95989590,38180928,57808662,40000000,55989590,2011,15-Apr-11
Chappie,Sony,"Action,Crime,Drama",105002056,31569268,73432788,49000000,56002056,2015,6-Mar-15
The Grey,ORF,"Action,Adventure,Drama",81249176,51580136,29669040,25000000,56249176,2012,27-Jan-12
Riddick,Uni.,"Action,Adventure,Sci-Fi",94763758,42025135,52738623,38000000,56763758,2013,6-Sep-13
The Call,TriS,"Crime,Drama,Horror",69821476,51872378,17949098,12800000,57021476,2013,15-Mar-13
The Call,TriS,Documentary,69821476,51872378,17949098,12800000,57021476,2013,15-Mar-13
The Call,TriS,Drama,69821476,51872378,17949098,12800000,57021476,2013,15-Mar-13
The Call,TriS,Thriller,69821476,51872378,17949098,12800000,57021476,2013,15-Mar-13
The Book Thief,Fox,"Drama,War",76086711,21488481,54598230,19000000,57086711,2013,8-Nov-13
The Wedding Ringer,SGem,Comedy,80171596,64460211,15711385,23000000,57171596,2015,16-Jan-15
A Haunted House,ORF,"Comedy,Fantasy",59922558,40041683,19880875,2500000,57422558,2013,11-Jan-13
Rings,Par.,"Drama,Horror,Mystery",82917283,27793018,55124265,25000000,57917283,2017,3-Feb-17
The Sorcerer's Apprentice,BV,"Action,Adventure,Family",217986320,63150991,154835329,160000000,57986320,2010,14-Jul-10
Skyline,Uni.,"Action,Sci-Fi,Thriller",68264973,21416355,46848618,10000000,58264973,2010,12-Nov-10
Goosebumps 2: Haunted Halloween,Sony,"Adventure,Comedy,Family",93291478,46697321,46594157,35000000,58291478,2018,12-Oct-18
Hereafter,WB,"Drama,Fantasy,Romance",108660270,32746941,75913329,50000000,58660270,2010,15-Oct-10
Dolphin Tale,WB,"Drama,Family",96068724,72286779,23781945,37000000,59068724,2011,23-Sep-11
I Feel Pretty,STX,"Comedy,Romance",91553797,48795601,42758196,32000000,59553797,2018,20-Apr-18
The BFG,BV,"Adventure,Family,Fantasy",199646680,55483770,144162910,140000000,59646680,2016,1-Jul-16
Piranha 3D,W/Dim.,"Comedy,Horror",83660160,25003155,58657005,24000000,59660160,2010,20-Aug-10
Hereditary,A24,"Drama,Horror,Mystery",70133905,44069456,26064449,10000000,60133905,2018,8-Jun-18
The Rite,WB (NL),"Drama,Horror,Mystery",97143987,33047633,64096354,37000000,60143987,2011,28-Jan-11
Miracles from Heaven,TriS,"Biography,Drama,Family",73798736,61705123,12093613,13000000,60798736,2016,16-Mar-16
Begin Again,Wein.,"Comedy,Drama,Music",68838736,16170632,52668104,8000000,60838736,2014,27-Jun-14
Begin Again,Wein.,"Drama,Family",68838736,16170632,52668104,8000000,60838736,2014,27-Jun-14
Paul,Uni.,"Adventure,Comedy,Sci-Fi",101162106,37412945,63749161,40000000,61162106,2011,18-Mar-11
Paul,Uni.,Drama,101162106,37412945,63749161,40000000,61162106,2011,18-Mar-11
Moneyball,Sony,"Biography,Drama,Sport",111300835,75605492,35695343,50000000,61300835,2011,23-Sep-11
Vampires Suck,Fox,Comedy,81424988,36661504,44763484,20000000,61424988,2010,18-Aug-10
Diary of a Wimpy Kid,Fox,"Comedy,Drama,Family",76954311,64003625,12950686,15000000,61954311,2010,19-Mar-10
The Commuter,LGF,"Action,Mystery,Thriller",101985431,36343858,65641573,40000000,61985431,2018,12-Jan-18
Sultan,Yash,"Action,Drama,Sport",72989781,5599781,67390000,11000000,61989781,2016,6-Jul-16
Sultan,Yash,"Drama,Romance",72989781,5599781,67390000,11000000,61989781,2016,6-Jul-16
Unfriended,Uni.,"Horror,Mystery,Thriller",64364198,32789645,31574553,1000000,63364198,2015,17-Apr-15
Southpaw,Wein.,"Drama,Sport",94156456,52421953,41734503,30000000,64156456,2015,24-Jul-15
Tooth Fairy,Fox,"Comedy,Family,Fantasy",112610386,60022256,52588130,48000000,64610386,2010,22-Jan-10
Tooth Fairy,Fox,Horror,112610386,60022256,52588130,48000000,64610386,2010,22-Jan-10
Arthur Christmas,Sony,"Adventure,Animation,Comedy",149717124,46462469,103254655,85000000,64717124,2011,23-Nov-11
Tower Heist,Uni.,"Action,Comedy,Crime",150422946,78046570,72376376,85000000,65422946,2011,4-Nov-11
Horrible Bosses 2,WB,"Comedy,Crime",105945357,54445357,51500000,40000000,65945357,2014,26-Nov-14
Safe Haven,Rela.,"Drama,Romance,Thriller",94050951,71399120,22651831,28000000,66050951,2013,14-Feb-13
Safe Haven,Rela.,Horror,94050951,71399120,22651831,28000000,66050951,2013,14-Feb-13
Money Monster,TriS,"Crime,Drama,Thriller",93466095,41012075,52454020,27000000,66466095,2016,13-May-16
Get Hard,WB,Comedy,106511453,90411453,16100000,40000000,66511453,2015,27-Mar-15
Get Hard,WB,"Comedy,Crime",106511453,90411453,16100000,40000000,66511453,2015,27-Mar-15
The A-Team,Fox,"Action,Adventure,Thriller",177241171,77222099,100019072,110000000,67241171,2010,11-Jun-10
If I Stay,WB (NL),"Drama,Fantasy,Music",78356170,50474843,27881327,11000000,67356170,2014,22-Aug-14
Prisoners,WB,"Crime,Drama,Mystery",113402302,61002302,52400000,46000000,67402302,2013,20-Sep-13
Life as We Know It,WB,Comedy,105887837,53374681,52513156,38000000,67887837,2010,8-Oct-10
Life as We Know It,WB,"Comedy,Drama,Romance",105887837,53374681,52513156,38000000,67887837,2010,8-Oct-10
Paranormal Activity: The Ghost Dimension,Par.,"Horror,Mystery,Thriller",77959374,18297124,59662250,10000000,67959374,2015,23-Oct-15
Easy A,SGem,"Comedy,Drama,Romance",76200721,58401464,17799257,8000000,68200721,2010,17-Sep-10
Atomic Blonde,Focus,"Action,Mystery,Thriller",98345423,51573925,46771498,30000000,68345423,2017,28-Jul-17
The Last Exorcism,LGF,"Drama,Horror,Thriller",70165900,41034350,29131550,1800000,68365900,2010,27-Aug-10
Lady Bird,A24,"Comedy,Drama",78610769,48958273,29652496,10000000,68610769,2017,3-Nov-17
We Bought a Zoo,Fox,"Comedy,Drama,Family",118729073,75624550,43104523,50000000,68729073,2011,23-Dec-11
The Possession,LGF,"Horror,Mystery,Thriller",82925064,49130588,33794476,14000000,68925064,2012,31-Aug-12
Manchester by the Sea,RAtt.,Drama,77733867,47695371,30038496,8500000,69233867,2016,18-Nov-16
Kick-Ass,LGF,"Action,Comedy",97531134,48071303,49459831,28000000,69531134,2010,16-Apr-10
Paul Blart: Mall Cop 2,Sony,"Action,Comedy,Crime",107650646,71091594,36559052,38000000,69650646,2015,17-Apr-15
Mechanic: Resurrection,LG/S,"Action,Adventure,Thriller",109738840,21218403,88520437,40000000,69738840,2016,26-Aug-16
Abraham Lincoln: Vampire Hunter,Fox,"Action,Fantasy,Horror",137489730,37519139,99970591,67500000,69989730,2012,22-Jun-12
Act of Valor,Rela.,"Action,Adventure,Drama",82497035,70012847,12484188,12000000,70497035,2012,24-Feb-12
Unstoppable,Fox,"Action,Crime",165720921,81562942,84157979,95000000,70720921,2010,12-Nov-10
Unstoppable,Fox,"Action,Thriller",165720921,81562942,84157979,95000000,70720921,2010,12-Nov-10
Unstoppable,Fox,"Biography,Documentary,History",165720921,81562942,84157979,95000000,70720921,2010,12-Nov-10
Unstoppable,Fox,Documentary,165720921,81562942,84157979,95000000,70720921,2010,12-Nov-10
The Other Guys,Sony,"Action,Comedy,Crime",170936470,119219978,51716492,100000000,70936470,2010,6-Aug-10
War Room,TriS,Drama,73975239,67790117,6185122,3000000,70975239,2015,28-Aug-15
Vacation,WB (NL),"Adventure,Comedy",102306500,58884188,43422312,31000000,71306500,2015,29-Jul-15
Jack Ryan: Shadow Recruit,Par.,"Action,Drama,Thriller",131377412,50577412,80800000,60000000,71377412,2014,17-Jan-14
2 Guns,Uni.,"Action,Comedy,Crime",132493015,75612460,56880555,61000000,71493015,2013,2-Aug-13
Jack and Jill,Sony,Comedy,150519217,74158157,76361060,79000000,71519217,2011,11-Nov-11
The Lucky One,WB,"Drama,Romance",96633833,60457138,36176695,25000000,71633833,2012,20-Apr-12
Instant Family,Par.,"Comedy,Drama",119736188,67363237,52372951,48000000,71736188,2018,16-Nov-18
Spotlight,ORF,"Crime,Drama",92088460,45055776,47032684,20000000,72088460,2015,6-Nov-15
Spotlight,ORF,Drama,92088460,45055776,47032684,20000000,72088460,2015,6-Nov-15
The Hundred-Foot Journey,BV,"Comedy,Drama",94270488,54235441,40035047,22000000,72270488,2014,8-Aug-14
The Last Song,BV,"Drama,Music,Romance",92678948,62950384,29728564,20000000,72678948,2010,31-Mar-10
Ouija: Origin of Evil,Uni.,"Drama,Horror,Mystery",81831866,35144505,46687361,9000000,72831866,2016,21-Oct-16
Blockers,Uni.,Comedy,94045328,60311495,33733833,21000000,73045328,2018,6-Apr-18
The 5th Wave,Sony,"Action,Adventure,Drama",111336398,34912982,76423416,38000000,73336398,2016,22-Jan-16
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,"Comedy,Family",101379287,66954149,34425138,28000000,73379287,2014,10-Oct-14
Contraband,Uni.,"Action,Crime,Drama",98406855,66528000,31878855,25000000,73406855,2012,13-Jan-12
Paper Towns,Fox,"Comedy,Drama,Mystery",85450484,32000304,53450180,12000000,73450484,2015,24-Jul-15
Neighbors 2: Sorority Rising,Uni.,Comedy,108757621,55340730,53416891,35000000,73757621,2016,20-May-16
My Big Fat Greek Wedding 2,Uni.,"Comedy,Romance",92096558,59689605,32406953,18000000,74096558,2016,25-Mar-16
Blade Runner 2049,WB,"Drama,Mystery,Sci-Fi",259357408,92054159,167303249,185000000,74357408,2017,6-Oct-17
Sisters,Uni.,"Action,Drama",106030660,87044645,18986015,30000000,76030660,2015,18-Dec-15
Sisters,Uni.,"Biography,Comedy,Documentary",106030660,87044645,18986015,30000000,76030660,2015,18-Dec-15
Sisters,Uni.,"Biography,Documentary,Music",106030660,87044645,18986015,30000000,76030660,2015,18-Dec-15
Sisters,Uni.,Comedy,106030660,87044645,18986015,30000000,76030660,2015,18-Dec-15
Sisters,Uni.,Drama,106030660,87044645,18986015,30000000,76030660,2015,18-Dec-15
Tammy,WB (NL),"Comedy,Romance",96407655,84525432,11882223,20000000,76407655,2014,2-Jul-14
The Adjustment Bureau,Uni.,"Romance,Sci-Fi,Thriller",126931325,62495645,64435680,50200000,76731325,2011,4-Mar-11
